id;wkt
330;POLYGON((-688287.1463414633 -1126046.1219512196, -698287.1463414633 -1108725.613875531, -697983.3387463901 -1108553.7278084317, -688287.1463414633 -1126046.1219512196))
331;POLYGON((-688287.1463414633 -1126046.1219512196, -697983.3387463901 -1108553.7278084317, -697676.5775971811 -1108387.1700940412, -688287.1463414633 -1126046.1219512196))
332;POLYGON((-688287.1463414633 -1126046.1219512196, -697676.5775971811 -1108387.1700940412, -697366.9563362543 -1108225.9914674524, -688287.1463414633 -1126046.1219512196))
333;POLYGON((-688287.1463414633 -1126046.1219512196, -697366.9563362543 -1108225.9914674524, -697054.5692772449 -1108070.2410252362, -688287.1463414633 -1126046.1219512196))
334;POLYGON((-688287.1463414633 -1126046.1219512196, -697054.5692772449 -1108070.2410252362, -696739.5115762773 -1107919.9662104866, -688287.1463414633 -1126046.1219512196))
335;POLYGON((-688287.1463414633 -1126046.1219512196, -696739.5115762773 -1107919.9662104866, -696421.8792029793 -1107775.2127983677, -688287.1463414633 -1126046.1219512196))
336;POLYGON((-688287.1463414633 -1126046.1219512196, -696421.8792029793 -1107775.2127983677, -696101.7689112488 -1107636.0248821708, -688287.1463414633 -1126046.1219512196))
337;POLYGON((-688287.1463414633 -1126046.1219512196, -696101.7689112488 -1107636.0248821708, -695779.2782097815 -1107502.444859884, -688287.1463414633 -1126046.1219512196))
338;POLYGON((-688287.1463414633 -1126046.1219512196, -695779.2782097815 -1107502.444859884, -695454.5053323694 -1107374.5134212757, -688287.1463414633 -1126046.1219512196))
339;POLYGON((-688287.1463414633 -1126046.1219512196, -695454.5053323694 -1107374.5134212757, -695127.5492079767 -1107252.2695355015, -688287.1463414633 -1126046.1219512196))
340;POLYGON((-688287.1463414633 -1126046.1219512196, -695127.5492079767 -1107252.2695355015, -694798.5094306065 -1107135.7504392334, -688287.1463414633 -1126046.1219512196))
341;POLYGON((-688287.1463414633 -1126046.1219512196, -694798.5094306065 -1107135.7504392334, -694467.4862289623 -1107024.9916253164, -688287.1463414633 -1126046.1219512196))
342;POLYGON((-688287.1463414633 -1126046.1219512196, -694467.4862289623 -1107024.9916253164, -694134.5804359181 -1106920.026831959, -688287.1463414633 -1126046.1219512196))
343;POLYGON((-688287.1463414633 -1126046.1219512196, -694134.5804359181 -1106920.026831959, -693799.8934578033 -1106820.8880324531, -688287.1463414633 -1126046.1219512196))
344;POLYGON((-688287.1463414633 -1126046.1219512196, -693799.8934578033 -1106820.8880324531, -693463.5272435137 -1106727.6054254381, -688287.1463414633 -1126046.1219512196))
345;POLYGON((-688287.1463414633 -1126046.1219512196, -693463.5272435137 -1106727.6054254381, -693125.5842534567 -1106640.2074256998, -688287.1463414633 -1126046.1219512196))
346;POLYGON((-688287.1463414633 -1126046.1219512196, -693125.5842534567 -1106640.2074256998, -692786.1674283406 -1106558.7206555149, -688287.1463414633 -1126046.1219512196))
347;POLYGON((-688287.1463414633 -1126046.1219512196, -692786.1674283406 -1106558.7206555149, -692445.3801578186 -1106483.1699365436, -688287.1463414633 -1126046.1219512196))
348;POLYGON((-688287.1463414633 -1126046.1219512196, -692445.3801578186 -1106483.1699365436, -692103.3262489942 -1106413.5782822664, -688287.1463414633 -1126046.1219512196))
349;POLYGON((-688287.1463414633 -1126046.1219512196, -692103.3262489942 -1106413.5782822664, -691760.109894802 -1106349.9668909754, -688287.1463414633 -1126046.1219512196))
350;POLYGON((-688287.1463414633 -1126046.1219512196, -691760.109894802 -1106349.9668909754, -691415.835642268 -1106292.3551393168, -688287.1463414633 -1126046.1219512196))
351;POLYGON((-688287.1463414633 -1126046.1219512196, -691415.835642268 -1106292.3551393168, -691070.6083606647 -1106240.7605763883, -688287.1463414633 -1126046.1219512196))
352;POLYGON((-688287.1463414633 -1126046.1219512196, -691070.6083606647 -1106240.7605763883, -690724.5332095663 -1106195.198918393, -688287.1463414633 -1126046.1219512196))
353;POLYGON((-688287.1463414633 -1126046.1219512196, -690724.5332095663 -1106195.198918393, -690377.7156068163 -1106155.6840438542, -688287.1463414633 -1126046.1219512196))
354;POLYGON((-688287.1463414633 -1126046.1219512196, -690377.7156068163 -1106155.6840438542, -690030.2611964165 -1106122.2279893847, -688287.1463414633 -1126046.1219512196))
355;POLYGON((-688287.1463414633 -1126046.1219512196, -690030.2611964165 -1106122.2279893847, -689682.2758163458 -1106094.8409460231, -688287.1463414633 -1126046.1219512196))
356;POLYGON((-688287.1463414633 -1126046.1219512196, -689682.2758163458 -1106094.8409460231, -689333.8654663222 -1106073.531256128, -688287.1463414633 -1126046.1219512196))
357;POLYGON((-688287.1463414633 -1126046.1219512196, -689333.8654663222 -1106073.531256128, -688985.1362755133 -1106058.3054108378, -688287.1463414633 -1126046.1219512196))
358;POLYGON((-688287.1463414633 -1126046.1219512196, -688985.1362755133 -1106058.3054108378, -688636.194470209 -1106049.1680480917, -688287.1463414633 -1126046.1219512196))
359;POLYGON((-688287.1463414633 -1126046.1219512196, -688636.194470209 -1106049.1680480917, -688287.1463414633 -1106046.1219512196, -688287.1463414633 -1126046.1219512196))
