-647133;-1016129;169978;Třebihošť;3610;Trutnov, Třebihošť;KH
-513871;-1124426;111180;Olšovec;3808;Přerov, Olšovec;OL
-784698;-1149920;157121;Strunkovice nad Blanicí;3306;Prachatice, Strunkovice nad Blanicí;JC
-696806;-1167454;153451;Stálkov;3303;Jindřichův Hradec, Slavonice;JC
-745475;-1091691;70017;Kosova Hora;3211;Příbram, Kosova Hora;ST
-530349;-1170475;124885;Pohořelice;3705;Zlín, Pohořelice;ZL
-773076;-1098380;71528;Kozárovice;3211;Příbram, Kozárovice;ST
-736538;-1160925;135062;Přeseka;3303;Jindřichův Hradec, Třeboň;JC
-736826;-1163561;15024;Břilice;3303;Jindřichův Hradec, Třeboň;JC
-738070;-1165454;15032;Dvorce;3303;Jindřichův Hradec, Třeboň;JC
-733710;-1170766;9423;Branná;3303;Jindřichův Hradec, Třeboň;JC
-731567;-1161837;153729;Stará Hlína;3303;Jindřichův Hradec, Třeboň;JC
-719734;-1146925;179701;Velký Ratmírov;3303;Jindřichův Hradec, Velký Ratmírov;JC
-692212;-1158113;138061;Radlice;3303;Jindřichův Hradec, Volfířov;JC
-697006;-1148481;190241;Zahrádky;3303;Jindřichův Hradec, Zahrádky;JC
-472549;-1118133;155292;Staříč;3802;Frýdek-Místek, Staříč;MS
-707523;-1140471;105341;Žďár;3303;Jindřichův Hradec, Žďár;JC
-771058;-1189994;181196;Hašlovice;3302;Český Krumlov, Větřní;JC
-707402;-1109311;178373;Útěchovice pod Stražištěm;3304;Pelhřimov, Útěchovice pod Stražištěm;VY
-748842;-1144045;163805;Modrá Hůrka;3301;České Budějovice, Modrá Hůrka;JC
-761289;-1189252;139963;Střítež;3302;Český Krumlov, Střítež;JC
-779731;-1191363;160628;Světlík;3302;Český Krumlov, Světlík;JC
-758641;-1182124;177857;Velešín;3302;Český Krumlov, Velešín;JC
-771906;-1193861;181218;Nahořany;3302;Český Krumlov, Větřní;JC
-770699;-1208384;188948;Dolní Drkolná;3302;Český Krumlov, Vyšší Brod;JC
-773184;-1207733;188972;Studánky;3302;Český Krumlov, Vyšší Brod;JC
-699520;-1102225;158461;Studený;3201;Benešov, Studený;ST
-724019;-966839;125261;Polevsko;3501;Česká Lípa, Polevsko;LB
-705870;-984486;199117;Svébořice;3501;Česká Lípa, Ralsko;LB
-731078;-976539;157325;Stružnice;3501;Česká Lípa, Stružnice;LB
-719189;-965394;161489;Rousínov;3501;Česká Lípa, Svor;LB
-720569;-965159;161497;Svor;3501;Česká Lípa, Svor;LB
-714473;-1088818;322563;Sídliště Sever;3201;Benešov, Vlašim;ST
-734580;-990023;30627;Domašice;3501;Česká Lípa, Tuhaň;LB
